rank,model,test_1_2022_wis,test_1_2022_crps,test_1_2022_log_score,test_1_2022_mae,test_1_2022_mse,test_1_2022_rmse,test_1_2022_mape,test_2_2023_wis,test_2_2023_crps,test_2_2023_log_score,test_2_2023_mae,test_2_2023_mse,test_2_2023_rmse,test_2_2023_mape,test_3_2024_wis,test_3_2024_crps,test_3_2024_log_score,test_3_2024_mae,test_3_2024_mse,test_3_2024_rmse,test_3_2024_mape,overall_wis,overall_crps,overall_log_score,overall_mae,overall_mse,overall_rmse,overall_mape
1,geo_lstm_v2b_lb78_ep50long_lr_0p0006_sigma_2p3,978.88,1659.92,inf,1126.9,12295061.7,3506.43,659816324.76,2870.41,4789.45,inf,4733.51,327040498.68,18084.26,155.33,747.41,1333.31,10.74,1141.84,28917007.49,5377.45,69.08,1532.2333333333333,2594.226666666667,inf,2334.0833333333335,122750855.95666666,8989.38,219938849.72333336
